"Specimen width",5.97,"mm"
"Specimen thickness",5,"mm"
"Parallel specimen length",27,"mm"
"Standard travel","Standard force"
"mm","N"
0,0.0882617
-5.42235e-05,0.0773937
-8.14889e-05,0.0808116
-8.14889e-05,0.0786735
0.00173516,0.107059
0.0123248,0.0719062
0.0243639,0.0810386
0.0354113,0.088813
0.0456194,0.10543
0.0575823,0.115865
0.0708117,0.127904
0.081676,0.121175
0.0929369,0.122045
0.105037,0.119159
0.118068,0.126193
0.131221,0.122607
0.145565,0.139161
0.160457,0.140942
0.171047,0.148343
0.182338,0.138026
0.193874,0.139109
0.205501,0.125437
0.217464,0.122697
0.230007,0.113244
0.242519,0.124413
0.255275,0.11924
0.268306,0.131997
0.28207,0.13614
0.296382,0.14634
0.310329,0.158669
0.324031,0.171181
0.338893,0.178841
0.353694,0.170098
0.368984,0.185113
0.384456,0.188006
0.40063,0.181292
0.417781,0.17618
0.435298,0.186167
0.452327,0.182658
0.468379,0.186064
0.484798,0.189971
0.501522,0.186644
0.518672,0.197997
0.535579,0.182982
0.551876,0.176207
0.568538,0.18162
0.584041,0.200389
0.599666,0.204875
0.616085,0.236186
0.633357,0.246501
0.65002,0.238482
0.667781,0.244189
0.685176,0.233172
0.702083,0.219386
0.718685,0.215617
0.735164,0.226909
0.75201,0.232006
0.768489,0.238155
0.785213,0.245662
0.801143,0.24155
0.817501,0.250828
0.83398,0.238194
0.850826,0.243229
0.868038,0.235127
0.885127,0.249394
0.902095,0.257069
0.91827,0.249943
0.934749,0.246373
0.951961,0.25314
0.969234,0.253762
0.985408,0.237343
1.00201,0.269814
1.01791,0.286507
1.0339,0.300088
1.0502,0.301667
1.0671,0.304989
1.08462,0.306271
1.10183,0.296032
1.1185,0.289465
1.13485,0.297353
1.15133,0.311849
1.16787,0.306545
1.18508,0.326534
1.20156,0.324291
1.21792,0.32188
1.23483,0.328472
1.25088,0.338314
1.26718,0.354122
1.28353,0.357265
1.30032,0.354351
1.31765,0.347062
1.33505,0.341599
1.35195,0.332688
1.36825,0.337922
1.38443,0.356232
1.40097,0.355378
1.41806,0.364686
1.43515,0.350556
1.45193,0.358216
