"Specimen width",6,"mm"
"Specimen thickness",5,"mm"
"Parallel specimen length",26,"mm"
"Standard travel","Standard force"
"mm","N"
0,0.05881
-5.42235e-05,0.0454662
-5.43259e-05,0.0550563
-8.14889e-05,0.0503147
0.00078564,0.0229976
0.0101584,0.0595501
0.0211599,0.044627
0.0315893,0.0347688
0.0437811,0.0299928
0.0553473,0.0383623
0.0686529,0.048044
0.0793036,0.0504778
0.0905493,0.0552614
0.10265,0.0590608
0.115711,0.0712068
0.128681,0.0674131
0.142658,0.0513952
0.157703,0.054718
0.168354,0.0491181
0.179462,0.0537872
0.190784,0.0550699
0.202045,0.0506296
0.21352,0.038209
0.225757,0.030366
0.23772,0.0197611
0.250171,0.026124
0.263019,0.0302954
0.27663,0.0411596
0.29076,0.0480986
0.305256,0.0669203
0.319507,0.061656
0.334675,0.0722952
0.34972,0.0731726
0.365101,0.0798597
0.380665,0.0738478
0.396656,0.0626783
0.413257,0.0493574
0.429737,0.0424528
0.4464,0.0207243
0.462574,0.0152922
0.479114,0.0308256
0.495594,0.0319805
0.51305,0.0371838
0.530323,0.063551
0.546741,0.0814037
0.56316,0.0790539
0.579029,0.0782871
0.59563,0.0747776
0.612354,0.0518894
0.629505,0.0310154
0.646534,0.0217075
0.663441,0.0301762
0.680164,0.0257053
0.696277,0.0358067
0.712879,0.0487156
0.729297,0.046793
0.746143,0.0482578
0.762928,0.055109
0.779896,0.0631046
0.796314,0.0530491
0.812794,0.0632343
0.829029,0.059206
0.845814,0.0530415
0.863148,0.0379353
0.880237,0.0335217
0.897083,0.0304546
0.913074,0.025877
0.92931,0.0330181
0.94585,0.0422402
0.962818,0.0641518
0.979603,0.0668984
0.996387,0.0825539
1.01342,0.0767899
1.03002,0.0745316
1.04656,0.0615234
1.06322,0.053421
1.08025,0.041153
1.09679,0.0497398
1.11296,0.0579491
1.1285,0.0550804
1.14516,0.0596123
1.16195,0.0536766
1.17891,0.0498772
1.19612,0.0508423
1.21297,0.0725861
1.23,0.0843506
1.2463,0.0997315
1.26284,0.100952
1.27944,0.0938454
1.29647,0.0806332
1.31325,0.0626888
1.33004,0.0495052
1.3467,0.0471425
1.36263,0.0524144
1.37886,0.059937
1.3954,0.0694127
1.41243,0.0899205
1.42934,0.0904851
1.44661,0.101746
1.46309,0.0858159
1.47969,0.0878911
1.49605,0.0641484
1.5129,0.0656438
1.52999,0.0496526
1.54659,0.0484319
1.56337,0.0424504
1.57955,0.0467
1.59584,0.0443044
1.61238,0.0485158
1.62947,0.0649953
1.64632,0.0650716
1.66317,0.0771871
1.68013,0.0898213
1.69619,0.0890279
1.71242,0.071053
1.72933,0.0620809
1.74642,0.0443196
1.76314,0.0316396
1.7798,0.0231633
1.79641,0.0340581
1.81276,0.040894
1.82906,0.0516057
1.84578,0.0496335
1.86299,0.0506101
1.87972,0.0456281
1.89687,0.0620771
1.91286,0.0623212
1.9294,0.0670152
1.94576,0.0649705
1.96291,0.080832
1.97988,0.0446992
1.99636,0.0389314
2.01326,0.0388398
2.02929,0.0448976
2.04528,0.0194459
2.06218,0.0381074
2.07958,0.0749726
2.09648,0.0820527
2.11327,0.0796723
2.13024,0.0911164
2.14672,0.114432
2.16228,0.0724397
2.17907,0.0601716
2.19658,0.0424714
2.21392,0.0446487
2.23076,0.0188308
2.24651,0.0360122
2.26293,0.0360732
2.27904,0.059114
2.29619,0.0667281
2.3134,0.0746169
2.33007,0.0655837
2.34691,0.0755324
2.36278,0.073091
2.37896,0.0666671
2.39574,0.0673995
2.41295,0.0731978
2.42986,0.0665288
2.44658,0.058579
2.46306,0.0590673
2.47936,0.0561681
2.49578,0.0487332
2.51256,0.0482144
2.52971,0.0659757
2.54631,0.060101
2.56359,0.0761838
2.58007,0.0834012
2.59642,0.0855527
2.61315,0.0591855
2.63085,0.0684171
2.64721,0.038754
2.66262,0.0393949
2.67934,0.0286527
2.69558,0.0458951
2.71224,0.0461545
2.72872,0.0598416
2.74562,0.057034
2.76259,0.0620694
2.77974,0.0858121
2.7961,0.0847592
2.81258,0.103436
2.82906,0.101117
2.84572,0.113736
2.86306,0.0824156
2.87984,0.0720396
2.89705,0.0465879
2.91298,0.0472593
2.92934,0.0465116
2.94576,0.0527983
2.96267,0.0711699
2.97976,0.0830412
2.99648,0.092391
3.01339,0.100463
3.0295,0.0987539
3.04586,0.0950308
3.06246,0.088563
3.07967,0.0820017
3.0967,0.0589304
3.11348,0.0647898
3.12978,0.0495081
3.14583,0.0626612
3.16219,0.0622339
3.17891,0.0730982
3.19619,0.0772409
3.21303,0.0903482
3.23024,0.0884371
3.24654,0.0932665
3.26296,0.0966082
3.27938,0.093873
3.29635,0.0935297
3.31301,0.0699091
3.32985,0.0703363
3.34639,0.0559626
3.36245,0.0572748
3.37893,0.0530024
3.39559,0.0699091
3.41286,0.0752268
3.42971,0.0839396
3.44667,0.0897684
3.46328,0.0863352
3.47963,0.089467
3.49593,0.0861039
3.51265,0.0904695
3.5298,0.0721589
3.54641,0.075432
3.56344,0.0676652
3.57943,0.0620881
3.59584,0.0580293
3.6122,0.0640432
3.62905,0.06979
3.64632,0.0710679
3.66323,0.0798427
3.6802,0.0929347
3.69625,0.0923244
3.71267,0.0916835
3.72933,0.0880405
3.7463,0.0747196
3.76326,0.0484134
3.77999,0.046918
3.79641,0.0387416
3.81252,0.0518642
3.82894,0.0587154
3.84566,0.0769954
3.86287,0.0951839
3.87966,0.100769
3.89675,0.11058
3.91298,0.113418
3.92958,0.119247
3.94613,0.101425
3.96303,0.106035
3.98006,0.0861984
3.99654,0.0841537
4.01345,0.0765777
4.02932,0.0873962
4.04567,0.0804382
4.06228,0.0945373
4.07937,0.0966125
4.09633,0.105768
4.11342,0.107503
4.13009,0.119161
4.14626,0.114138
4.16231,0.110766
4.17922,0.101489
4.19655,0.0970941
4.21303,0.0737176
4.23,0.0641961
4.24605,0.0648523
4.26259,0.0667443
4.27895,0.0688806
4.29592,0.0860925
4.31307,0.101641
4.32991,0.105135
4.347,0.116671
4.36293,0.116107
4.37923,0.12366
4.39571,0.117449
4.41286,0.120562
4.42983,0.0935846
4.44674,0.0933099
4.4634,0.0771051
4.47939,0.0842614
4.49563,0.0765405
4.51223,0.0956445
4.5295,0.0982957
4.54647,0.116622
4.56368,0.123396
4.57991,0.123732
4.59633,0.130583
4.61281,0.123366
4.62954,0.104353
4.64663,0.0839677
4.66323,0.084395
4.68007,0.0820909
4.69613,0.0840135
4.71248,0.094214
4.72896,0.102843
4.74593,0.116118
4.76296,0.107344
4.77999,0.126082
4.79677,0.12345
4.81295,0.131888
4.82924,0.12984
4.84597,0.126025
4.86306,0.101733
4.8799,0.0923946
4.89724,0.0806759
4.91329,0.0759304
4.92879,0.0879238
4.94503,0.104753
4.96193,0.111208
4.97908,0.113374
4.99654,0.106981
5.01369,0.111517
5.03017,0.0978449
5.04665,0.10375
5.06301,0.098501
5.0801,0.114187
5.09688,0.0882471
5.11324,0.101782
5.12996,0.0895441
5.14589,0.102155
5.16231,0.0894449
5.17891,0.114378
5.19625,0.10774
5.21297,0.117872
5.23006,0.117502
5.24648,0.127199
5.26284,0.127931
5.2795,0.132784
5.29665,0.128114
5.31374,0.11664
5.33022,0.107027
5.3467,0.0971925
5.36251,0.0967806
5.37886,0.114877
5.39516,0.125696
5.41207,0.130121
5.42897,0.14213
5.44558,0.150125
5.46242,0.142557
5.47945,0.143274
5.4966,0.143198
5.51363,0.128549
5.53066,0.11886
5.54714,0.105737
5.56374,0.0929506
5.57955,0.0800569
5.5956,0.0868623
5.61214,0.070627
5.62905,0.0785463
5.64656,0.0796144
5.66353,0.0935819
5.68026,0.0938261
5.69631,0.117447
5.71254,0.123062
5.7286,0.125349
5.74581,0.123373
5.76308,0.107626
5.77987,0.0894373
5.79653,0.0868509
5.8127,0.0908716
5.829,0.0877588
5.84566,0.103475
5.86312,0.12232
5.88021,0.122151
5.89687,0.137196
5.91329,0.147511
5.92958,0.140355
5.94606,0.132537
5.96309,0.135436
5.98006,0.119033
5.9966,0.106688
6.01339,0.112349
6.02926,0.10549
6.04555,0.0953195
6.06209,0.0978487
6.079,0.10412
6.09621,0.114664
6.11312,0.133432
6.13009,0.146539
6.1465,0.15299
6.1628,0.154051
6.17971,0.136686
6.19674,0.116483
6.21315,0.105146
6.23,0.105116
6.24617,0.103178
6.26223,0.114652
6.27889,0.114126
6.29592,0.119116
6.31307,0.115515
6.32955,0.115896
6.34664,0.113577
6.36269,0.130239
6.37923,0.129888
6.39565,0.130407
6.41317,0.132559
6.4305,0.120245
6.44698,0.107687
6.46315,0.107839
6.47915,0.102529
6.49575,0.104757
6.51241,0.109365
6.52932,0.120413
6.54628,0.130087
6.56356,0.145521
6.57998,0.134458
6.59603,0.148939
6.61232,0.139311
6.62917,0.128172
6.64632,0.120634
6.66329,0.119169
6.6802,0.109586
6.69619,0.116667
6.7126,0.12573
6.72896,0.112577
6.74605,0.133451
6.76345,0.12364
6.78029,0.131178
6.79732,0.123312
6.81331,0.138723
6.82918,0.125662
6.84536,0.134992
6.86263,0.122267
6.87972,0.115696
6.89669,0.110109
6.91274,0.109422
6.92891,0.114961
6.94509,0.112322
6.96236,0.127062
6.97976,0.129991
6.99642,0.13759
7.01339,0.137682
7.02962,0.148607
7.04625,0.141203
7.06279,0.14686
7.07939,0.154062
7.09618,0.139818
7.11278,0.138536
7.12981,0.140402
7.14586,0.125822
7.1624,0.124754
7.17882,0.136167
7.19609,0.133207
7.21294,0.128988
7.23009,0.138815
7.24663,0.13912
7.2628,0.140302
7.27916,0.13665
7.29619,0.142181
7.31303,0.128219
7.32957,0.114486
7.3466,0.110382
7.36253,0.105869
7.37944,0.10705
7.3961,0.122247
7.4135,0.136865
7.43059,0.143672
7.44707,0.155112
7.46379,0.161536
7.47984,0.171393
7.49608,0.158576
7.51292,0.155692
7.53014,0.153983
7.54655,0.137015
7.56297,0.13263
7.57921,0.13704
7.59544,0.130982
7.61192,0.130204
7.62907,0.147263
7.64629,0.153453
7.66295,0.162818
7.68028,0.192969
7.69676,0.206
7.71294,0.209784
7.72923,0.193671
7.74596,0.185126
7.76311,0.160834
7.77989,0.135413
7.7971,0.125983
7.81358,0.128531
7.82939,0.134066
7.84526,0.137862
7.86217,0.164107
7.8792,0.153456
7.8961,0.167464
7.91307,0.150984
7.92955,0.149642
7.94597,0.136
7.96251,0.150832
7.97917,0.130141
7.9962,0.137244
8.01396,0.127997
8.03038,0.130629
8.04668,0.128028
8.06291,0.139899
8.07933,0.144057
8.0963,0.166457
8.1132,0.1818
8.12999,0.193244
8.1461,0.194464
8.16252,0.196234
8.17931,0.187857
8.19658,0.168647
8.21342,0.148902
8.23009,0.151557
8.24614,0.149207
8.26207,0.143958
8.27837,0.154425
8.2957,0.160987
8.31322,0.154963
8.33018,0.152087
8.34734,0.165042
8.36317,0.160403
8.37929,0.174899
8.39601,0.174868
8.41316,0.18561
8.43025,0.164553
8.44643,0.157579
8.46303,0.137788
8.47908,0.136354
8.49544,0.125826
8.51186,0.141237
8.52846,0.147463
8.54585,0.158357
8.56319,0.167574
8.58022,0.181307
8.59639,0.180345
8.61256,0.17473
8.62935,0.16517
8.64656,0.158937
8.66316,0.14441
8.68013,0.137468
8.69618,0.143541
8.71248,0.147044
8.72884,0.152827
8.7458,0.157769
8.76295,0.170983
8.77974,0.168267
8.79683,0.17957
8.81313,0.180323
8.82973,0.185633
8.84602,0.168421
8.86281,0.181361
8.87971,0.16656
8.89644,0.159846
8.91298,0.15417
8.92909,0.155497
8.94533,0.153208
8.96211,0.164179
8.97939,0.165461
8.99623,0.163493
9.01369,0.181895
9.02992,0.175288
9.04634,0.176447
9.06264,0.167658
9.07954,0.180506
9.09657,0.157984
9.1133,0.158717
9.13008,0.153727
9.14607,0.164729
9.16243,0.161774
9.17891,0.169251
9.19606,0.173081
9.21303,0.163834
9.23,0.17128
9.24678,0.170006
9.26289,0.176293
9.27925,0.173832
9.29597,0.185109
9.31319,0.173947
9.32985,0.167988
9.34676,0.153233
9.36287,0.150803
9.37923,0.148392
9.39552,0.158576
9.41237,0.166876
9.4294,0.192206
9.44649,0.20072
9.46358,0.215766
9.47975,0.211417
9.49623,0.204367
9.51271,0.1892
9.5298,0.197318
9.54665,0.17388
9.56337,0.171893
9.57991,0.16508
9.59608,0.171483
9.61232,0.157486
9.62886,0.168961
9.64613,0.175751
9.66304,0.195252
9.68001,0.205826
9.69624,0.208306
9.71284,0.220757
9.72945,0.209496
9.74623,0.205462
9.76326,0.1906
9.77986,0.182988
9.79659,0.169285
9.8127,0.177804
9.82899,0.173859
9.84529,0.174824
9.86232,0.189778
9.87947,0.185757
9.8965,0.189732
9.91335,0.197582
9.92946,0.212051
9.94606,0.204689
9.96291,0.215168
9.98,0.208515
9.9966,0.193958
10.0136,0.184009
10.0297,0.175182
10.0459,0.172481
10.0623,0.180965
10.079,0.194301
10.0962,0.207454
10.113,0.216381
10.1303,0.232219
10.1465,0.222835
10.1631,0.22771
10.1795,0.215839
10.1964,0.218479
10.2132,0.19733
10.23,0.200683
10.2467,0.192031
10.2628,0.197174
10.2791,0.194763
10.2957,0.198669
