"Specimen width",6,"mm"
"Specimen thickness",5,"mm"
"Parallel specimen length",27,"mm"
"Standard travel","Standard force"
"mm","N"
0,0.0654593
0,0.028205
-2.7163e-05,0.0281372
-5.43259e-05,0.0362172
0.00162629,0.0409351
0.0121625,0.064672
0.0237592,0.0593543
0.0343793,0.0744567
0.0449536,0.0832458
0.0563214,0.0617462
0.0693066,0.0475707
0.0802625,0.0467544
0.0919965,0.0486312
0.10399,0.0447479
0.116594,0.028543
0.130479,0.0408874
0.144151,0.0289817
0.158983,0.0564781
0.169389,0.0408988
0.180406,0.0514427
0.191575,0.052053
0.202958,0.0685935
0.214677,0.0661369
0.226518,0.0791374
0.239305,0.0738273
0.252122,0.0874324
0.265153,0.0767208
0.27855,0.0846553
0.291673,0.0825115
0.304857,0.0835719
0.320054,0.0651546
0.336229,0.059875
0.352464,0.0562435
0.367387,0.0573717
0.382158,0.0658403
0.398149,0.078795
0.414628,0.0975023
0.431413,0.0943437
0.44832,0.10594
0.46541,0.10417
0.481767,0.119307
0.498307,0.109206
0.514787,0.101485
0.531572,0.0973955
0.548295,0.0886522
0.564958,0.0730577
0.581743,0.0694566
0.597734,0.0705247
0.614274,0.0720811
0.630937,0.0781846
0.648027,0.0912919
0.664811,0.0926042
0.681596,0.11653
0.698442,0.116999
0.714921,0.10528
0.731401,0.0748234
0.747941,0.148188
0.764726,-0.00708576
0.78145,0.108393
0.798478,0.0519963
0.814531,0.0834904
0.830888,0.00939373
0.847184,0.156855
0.86403,0.0292302
0.881242,0.112238
0.898637,0.118097
0.915422,0.126398
0.931169,0.13006
0.947465,0.127985
0.964189,0.121698
0.981401,0.0985051
0.998491,0.110346
1.01521,0.0745182
1.03194,0.100519
1.04805,0.0841313
1.06423,0.112285
1.08101,0.0924483
1.09822,0.131084
1.11519,0.103381
1.13252,0.129564
1.14894,0.122789
1.16475,0.131914
1.18086,0.127542
1.19759,0.146555
1.21443,0.1336
1.23122,0.118661
1.24855,0.122716
1.26466,0.108648
1.28084,0.111227
1.29714,0.105215
1.31447,0.124906
1.33174,0.129606
1.34877,0.15164
1.36562,0.153257
1.38191,0.165311
1.39797,0.157926
1.41457,0.139314
1.4316,0.129854
1.44814,0.121446
1.4651,0.120439
1.48122,0.123277
1.49751,0.14232
1.51399,0.140894
1.53084,0.154108
1.54805,0.151849
1.56484,0.163599
1.5818,0.178918
1.59798,0.186258
1.61464,0.185922
1.63149,0.190424
1.64882,0.179224
1.66567,0.145593
1.68227,0.146051
1.69875,0.135988
1.71449,0.140321
1.73049,0.14937
1.74721,0.177324
1.76375,0.185518
1.78011,0.195924
1.79775,0.205507
1.81496,0.192812
1.83156,0.194604
1.84792,0.172388
1.86464,0.180551
1.88179,0.163034
1.89833,0.17589
1.91518,0.165025
1.93105,0.175279
1.94734,0.161775
1.96394,0.172838
1.98116,0.173227
1.998,0.173639
2.01485,0.199274
2.03218,0.211298
2.04836,0.205267
2.06459,0.209447
2.08119,0.212392
2.09822,0.19444
2.11488,0.17436
2.13185,0.185308
2.14797,0.177404
2.16432,0.190298
2.18062,0.195974
2.1974,0.22347
2.21449,0.221181
2.23116,0.213369
2.24873,0.207967
2.26503,0.20928
2.28145,0.197744
2.29805,0.198591
2.3152,0.20973
2.33168,0.190321
2.34841,0.17656
2.36507,0.175757
2.38094,0.179106
2.39717,0.176547
2.41396,0.202487
2.43154,0.211764
2.44862,0.221865
2.46565,0.225375
2.48164,0.245028
2.49794,0.23569
2.5143,0.230349
2.53108,0.205447
2.54817,0.193804
2.5649,0.175433
2.58193,0.183054
2.59798,0.190177
2.6144,0.219107
2.63075,0.220797
2.6479,0.238619
2.66475,0.234225
2.68141,0.243792
2.69832,0.239447
2.71468,0.250327
2.7314,0.24755
2.74812,0.247817
2.76521,0.236212
2.78175,0.231619
2.79866,0.226977
2.81477,0.218173
2.83095,0.223212
2.84731,0.230658
2.86409,0.243521
2.88136,0.251318
2.89833,0.259547
2.91567,0.264002
2.93208,0.270655
2.94808,0.268488
2.96456,0.278193
2.98158,0.270629
2.99794,0.257797
3.01485,0.257438
3.03145,0.258323
3.04781,0.246208
3.0641,0.263244
3.08089,0.268432
3.09834,0.271255
3.11476,0.265152
3.13197,0.289566
3.14851,0.283943
3.16486,0.301686
3.18122,0.292836
3.19819,0.314626
3.21504,0.277699
3.23133,0.27892
3.24824,0.266042
3.26441,0.268674
3.28095,0.253617
3.29743,0.274247
3.31458,0.271058
3.33167,0.275849
3.34852,0.278443
3.36524,0.293458
3.38154,0.288773
3.39777,0.299516
3.41401,0.292176
3.43122,0.28735
3.44856,0.258542
3.46607,0.256175
3.48255,0.251979
3.49842,0.262004
3.51435,0.266703
3.53083,0.277933
3.54786,0.294596
3.56489,0.292198
3.5821,0.290436
3.59821,0.294662
3.61475,0.299392
3.63117,0.287613
3.64808,0.29631
3.66499,0.291435
3.6814,0.286979
3.69837,0.278908
3.71467,0.282856
3.73097,0.283554
3.74757,0.291221
3.76478,0.306999
3.78169,0.32296
3.79865,0.327093
3.81513,0.32192
3.83155,0.330114
3.84815,0.314031
3.86536,0.296934
3.88319,0.301832
3.89887,0.287439
3.91444,0.244653
3.93043,0.252161
3.94679,0.288873
3.96357,0.282136
3.98072,0.304018
